,Date,Rounded_Time,Return,Positive,Negative
4395,04/08/2019,11:30,-0.007720670620203762,0,1
4402,04/09/2019,11:00,0.0069185173997237115,0,1
4404,04/09/2019,13:30,-0.004084815582027446,0,1
4405,04/09/2019,14:00,0.0001482662122551659,0,1
4413,04/10/2019,14:00,-0.00016383282288146006,0,1
4414,04/10/2019,14:30,0.006964075978935114,1,0
4416,04/11/2019,10:00,0.0003855436598829698,1,0
4417,04/11/2019,10:30,-0.005707287471611977,0,1
4433,04/15/2019,10:30,0.00024072811110720238,1,0
4435,04/15/2019,11:30,-0.00561308406580352,0,1
4444,04/16/2019,13:30,0.003850493986874426,1,0
4459,04/18/2019,11:30,-0.0027483415302533842,1,0
4474,04/22/2019,11:00,0.00025523657955517365,1,0
4476,04/22/2019,13:30,-0.0005055039563313102,1,0
4477,04/22/2019,14:00,0.0004497469861330927,0,1
4478,04/22/2019,14:30,-0.0008283449552930477,1,0
4481,04/23/2019,10:30,-0.0028435078684605486,0,1
4491,04/24/2019,11:30,-0.005873792070387296,1,0
4494,04/24/2019,14:30,-0.002076401651121884,1,0
4499,04/25/2019,11:30,-0.002507117375742496,0,1
4508,04/26/2019,13:30,0.008987164413388982,0,1
4509,04/26/2019,14:00,-0.007978300363015833,0,1
4527,04/30/2019,15:00,0.0009099950578246307,1,0
4535,05/06/2019,15:00,0.0036295428469355073,1,0
4540,05/07/2019,13:30,-0.0076297612613753785,1,0
4545,05/08/2019,10:30,0.008841326968586749,0,1
4550,05/08/2019,14:30,-0.004022016289569663,1,0
4577,05/14/2019,10:30,0.0032376380097680624,1,0
4578,05/14/2019,11:00,-0.0034310082708932654,0,1
4588,05/15/2019,13:30,0.0026392962139576426,1,0
4589,05/15/2019,14:00,0.004458528978163123,0,1
4595,05/16/2019,11:30,0.0016063060290916198,1,0
4597,05/16/2019,14:00,0.0022359777993843366,1,0
4603,05/17/2019,11:30,-0.0018729359449540794,0,1
4606,05/17/2019,14:30,-0.0030468660220446253,1,0
4616,05/21/2019,10:00,0.007043493934125067,1,0
4619,05/21/2019,11:30,0.001194858132597787,1,0
4624,05/22/2019,10:00,-0.0009675926122882927,1,0
4627,05/22/2019,11:30,0.000516413348711886,1,0
4645,05/24/2019,14:00,0.00024522855424091716,1,0
4647,05/24/2019,15:00,-0.0037748633626177863,1,0
4648,05/27/2019,10:00,-0.0003192058466323644,0,1
4662,05/28/2019,14:30,-0.0027193407835248706,0,1
4665,05/29/2019,10:30,0.0030651444254967686,0,1
4673,05/30/2019,10:30,-0.0014472133287490863,1,0
4674,05/30/2019,11:00,-0.0014214791321247588,1,0
4675,05/30/2019,11:30,0.002514766042379435,1,0
4685,05/31/2019,14:00,-0.002724970982908026,0,1
4687,05/31/2019,15:00,-0.0009827163413165252,0,1
4715,06/06/2019,11:30,0.0025133899509990343,0,1
4717,06/06/2019,14:00,-0.0007754370152159851,1,0
4721,06/10/2019,10:30,0.004571053889883103,0,1
4724,06/10/2019,13:30,-0.0004904158824885485,0,1
4749,06/13/2019,14:00,0.001852536596692822,0,1
4751,06/13/2019,15:00,-0.00045339012935752265,1,0
4756,06/14/2019,13:30,-0.0005409009060191039,0,1
4757,06/14/2019,14:00,-0.0032338418199735486,0,1
4761,06/17/2019,10:30,-0.00445315003750224,1,0
4765,06/17/2019,14:00,0.0022270605609984173,1,0
4776,06/19/2019,10:00,-0.004834842003537787,0,1
4783,06/19/2019,15:00,-0.0012878125409807595,1,0
4798,06/21/2019,14:30,-0.0019326773588943524,1,0
4813,06/25/2019,14:00,0.004907146413269281,0,1
4815,06/25/2019,15:00,0.0038604703014089026,0,1
4819,06/26/2019,11:30,-0.0005712480917718921,0,1
4821,06/26/2019,14:00,-2.353744218730469e-05,0,1
4823,06/26/2019,15:00,0.00024530270644884666,0,1
4840,07/01/2019,10:00,0.00044293275087881057,1,0
4841,07/01/2019,10:30,0.0027687639275004727,1,0
4842,07/01/2019,11:00,0.002416072327605434,1,0
4843,07/01/2019,11:30,-0.0025143005788219597,1,0
4850,07/02/2019,11:00,-0.00026951520294637987,1,0
4856,07/03/2019,10:00,-0.005148744279978246,1,0
4869,07/04/2019,14:00,0.0013025940739535002,1,0
4883,07/08/2019,11:30,0.003267196598390143,1,0
4884,07/08/2019,13:30,-0.0005447420610877884,1,0
4894,07/09/2019,14:30,0.0033250380480618347,1,0
4899,07/10/2019,11:30,-0.0008467285375388656,1,0
4904,07/11/2019,10:00,0.004644158438734891,1,0
4914,07/12/2019,11:00,-0.0005407940220036878,1,0
4919,07/12/2019,15:00,-0.0014151146814018745,1,0
4928,07/16/2019,10:00,0.00022797063700785714,1,0
4938,07/17/2019,11:00,-0.002519043278033095,1,0
4942,07/17/2019,14:30,-0.0014150133548085364,0,1
4951,07/18/2019,15:00,-0.003348196290759553,0,1
4959,07/19/2019,15:00,0.00034887420018758775,0,1
4982,07/24/2019,14:30,-0.001712516858684232,0,1
4992,07/26/2019,10:00,0.002864686536835137,0,1
4995,07/26/2019,11:30,0.00011935514136407477,1,0
5005,07/29/2019,14:00,0.00065370160850442,1,0
5010,07/30/2019,11:00,-0.00035445610769890834,0,1
5011,07/30/2019,11:30,-0.0004930916608687497,0,1
5014,07/30/2019,14:30,-0.0006232576931886058,1,0
5016,07/31/2019,10:00,-0.003153315887928443,0,1
5024,08/01/2019,10:00,0.0007631850854608047,1,0
5025,08/01/2019,10:30,-0.0021814367430028625,1,0
5026,08/01/2019,11:00,-0.002911270174383418,1,0
5028,08/01/2019,13:30,-0.0004262530701479861,1,0
5042,08/05/2019,11:00,-0.0013974823079676568,1,0
5043,08/05/2019,11:30,-0.002959262309436106,1,0
5050,08/06/2019,11:00,0.0019294553637880796,0,1
5061,08/07/2019,14:00,0.0015230982181453356,0,1
5076,08/09/2019,13:30,0.0020059683367410486,0,1
5086,08/12/2019,14:30,0.001403408763279046,1,0
5099,08/14/2019,11:30,-0.00014188170636586506,0,1
5104,08/15/2019,10:00,0.006351198121331336,1,0
5106,08/15/2019,11:00,0.003313517436879465,1,0
5109,08/15/2019,14:00,0.0020063702706565323,0,1
5110,08/15/2019,14:30,0.0054445366794020345,0,1
5111,08/15/2019,15:00,0.0005044243807867943,0,1
5113,08/16/2019,10:30,0.0027545541092104386,1,0
5120,08/19/2019,10:00,-0.00035625914172676687,0,1
5121,08/19/2019,10:30,0.00032100520762678997,0,1
5135,08/20/2019,15:00,0.00021182798952068538,1,0
5139,08/21/2019,11:30,-4.860115463412029e-05,1,0
5157,08/23/2019,14:00,-0.0012548332597557277,1,0
5163,08/26/2019,11:30,0.0013982821891174169,1,0
5171,08/27/2019,11:30,-0.0014586042201694127,0,1
5196,08/30/2019,13:30,0.0013139813277343038,1,0
5197,08/30/2019,14:00,-0.004383752272542729,0,1
5199,08/30/2019,15:00,0.0023622590841316793,1,0
5231,09/05/2019,15:00,-0.0008804305639564802,1,0
5232,09/06/2019,10:00,-0.0014192712672453922,1,0
5247,09/09/2019,15:00,0.0021181259863443103,1,0
5248,09/10/2019,10:00,-0.004890697739321936,1,0
5249,09/10/2019,10:30,-0.0006375454716120998,1,0
5276,09/16/2019,13:30,-0.0009724949545635297,1,0
5290,09/18/2019,11:00,0.00253856053861945,0,1
5310,09/20/2019,14:30,-0.00037621333404125323,1,0
5318,09/23/2019,14:30,0.0007452306428978872,0,1
5319,09/23/2019,15:00,0.0035331802030871273,0,1
5328,09/25/2019,10:00,-0.005316913637574139,0,1
5330,09/25/2019,11:00,0.0032359215212007797,1,0
5331,09/25/2019,11:30,-0.0010875916307249156,1,0
5335,09/25/2019,15:00,-0.0014336192883268595,1,0
5338,09/26/2019,11:00,-0.0002507284691590783,0,1
5344,09/27/2019,10:00,-0.001315086276433064,1,0
5350,09/27/2019,14:30,-0.00027603645901219664,0,1
5355,09/30/2019,11:30,-0.0018438986393638501,1,0
5356,09/30/2019,13:30,0.0034240640353058183,1,0
5358,09/30/2019,14:30,-0.0029886801278991015,1,0
5359,09/30/2019,15:00,-0.004889599105530884,1,0
5360,10/08/2019,10:00,0.0037784372013724976,1,0
5362,10/08/2019,11:00,0.0028049070023863365,0,1
5370,10/09/2019,11:00,-0.0015659612740082096,0,1
5383,10/10/2019,15:00,0.0017622406402217905,0,1
5384,10/11/2019,10:00,-0.00048745811872041855,0,1
5394,10/14/2019,11:00,0.0009673102904859121,1,0
5398,10/14/2019,14:30,0.0011763573494825152,0,1
5400,10/15/2019,10:00,-0.00229830792558694,1,0
5403,10/15/2019,11:30,0.0009597170407573685,0,1
5406,10/15/2019,14:30,-0.00045792520575282936,1,0
5407,10/15/2019,15:00,-0.00018720769745783628,0,1
5412,10/16/2019,13:30,-0.0007244991713468707,1,0
5414,10/16/2019,14:30,-0.000486581272865827,1,0
5416,10/17/2019,10:00,-5.7048798550951574e-05,0,1
5430,10/18/2019,14:30,6.798142750064073e-05,1,0
5450,10/23/2019,11:00,-0.0016593965845252967,1,0
5451,10/23/2019,11:30,0.00051619915565837,1,0
5452,10/23/2019,13:30,0.0022956750021547734,0,1
5453,10/23/2019,14:00,-0.0018918915398407066,1,0
5456,10/24/2019,10:00,-0.00022081167062459883,0,1
5457,10/24/2019,10:30,0.0012868288578964382,0,1
5470,10/25/2019,14:30,0.002670047600508596,1,0
5479,10/28/2019,15:00,0.0013734028797438569,0,1
5492,10/30/2019,13:30,-0.00035708273986401196,1,0
5495,10/30/2019,15:00,0.0014197027818356744,0,1
5497,10/31/2019,10:30,-0.0025811819405889835,0,1
5515,11/04/2019,11:30,-0.0008485107134683645,1,0
5522,11/05/2019,11:00,0.00541590253128188,1,0
5526,11/05/2019,14:30,-0.0025813101534897243,1,0
5546,11/08/2019,11:00,-0.001283927451785516,0,1
5557,11/11/2019,14:00,-0.0012025761173246607,0,1
5558,11/11/2019,14:30,-0.004258219252456286,1,0
5569,11/13/2019,10:30,0.0014709811200974698,1,0
5584,11/15/2019,10:00,-0.005735412420398767,0,1
5585,11/15/2019,10:30,0.0011084121319813178,1,0
5586,11/15/2019,11:00,0.005529904578070344,0,1
5592,11/18/2019,10:00,0.0032547208321522803,1,0
5596,11/18/2019,13:30,-0.0009150894054750225,1,0
5598,11/18/2019,14:30,-5.50478916796493e-05,0,1
5599,11/18/2019,15:00,0.0010764763466717397,0,1
5601,11/19/2019,10:30,0.002553859513533041,1,0
5604,11/19/2019,13:30,0.0001505179187581973,1,0
5638,11/25/2019,14:30,-0.0018917308771495556,1,0
5647,11/26/2019,15:00,1.375970058958842e-05,1,0
5672,12/02/2019,10:00,0.004356549080321237,1,0
5674,12/02/2019,11:00,-0.0020844576774097234,0,1
5675,12/02/2019,11:30,0.000697675657725938,0,1
5677,12/02/2019,14:00,-9.738351374366516e-05,1,0
5679,12/02/2019,15:00,0.0016252102516673972,0,1
5697,12/05/2019,10:30,-3.4510724210790045e-05,0,1
5699,12/05/2019,11:30,-0.0009104426314454628,0,1
5704,12/06/2019,10:00,0.0002997194028733219,1,0
5709,12/06/2019,14:00,-0.0008793028212856768,1,0
5736,12/12/2019,10:00,-0.0017580046733494115,0,1
5739,12/12/2019,11:30,-0.0004724215457310166,1,0
5755,12/16/2019,11:30,0.0018842331708750493,1,0
5757,12/16/2019,14:00,0.0013280593963767018,1,0
5759,12/16/2019,15:00,0.001955408600657904,1,0
5767,12/17/2019,15:00,-0.002065744261795288,1,0
5768,12/18/2019,10:00,0.0018715080025231146,1,0
5769,12/18/2019,10:30,-0.0005155099201115121,0,1
5771,12/18/2019,11:30,-0.0006752552324051919,1,0
5776,12/19/2019,10:00,-0.00048070150191747985,0,1
5790,12/20/2019,14:30,-0.0012609421571045942,1,0
5814,12/25/2019,14:30,-0.0010212926958210744,1,0
5822,12/26/2019,14:30,0.0008458413030769663,0,1
5823,12/26/2019,15:00,0.005063757692887805,0,1
5825,12/27/2019,10:30,6.6203682251853024e-06,0,1
5830,12/27/2019,14:30,-0.002640791117505259,0,1
5841,12/31/2019,10:30,0.00018740845398390604,1,0
5843,12/31/2019,11:30,0.00012178764528769648,0,1
5845,12/31/2019,14:00,0.002501696532423381,0,1
5847,12/31/2019,15:00,-0.00025897266671925934,1,0
