,Date,Rounded_Time,Return,Positive,Negative
3444,01/31/2019,13:00,-0.00039637484242582843,1,0
3447,01/31/2019,11:30,0.0032584462643461265,1,0
3454,01/30/2019,15:30,0.0004514142212439509,0,1
3502,01/25/2019,13:30,5.997473566043965e-05,1,0
3509,01/25/2019,10:00,0.0016322368453076663,0,1
3524,01/24/2019,10:00,0.0041348346288634374,0,1
3534,01/23/2019,12:30,0.002522905650766738,1,0
3554,01/22/2019,10:00,-0.0011706861557110315,1,0
3555,01/22/2019,9:30,-0.0031578695943679236,0,1
3568,01/18/2019,10:30,0.0032542008812646017,1,0
3569,01/18/2019,10:00,0.0009349494564299121,0,1
3614,01/15/2019,10:00,-0.0008973359738675413,1,0
3624,01/14/2019,12:30,-0.0004950476004275117,1,0
3630,01/14/2019,9:30,-0.0008529744120817639,1,0
3641,01/11/2019,11:30,0.001711181615413615,1,0
3644,01/11/2019,10:00,-0.0013523648098079377,1,0
3655,01/10/2019,12:00,-0.0002589266923438416,0,1
3658,01/10/2019,10:30,0.0016590565791316791,1,0
3665,01/09/2019,14:30,0.002134868773891796,1,0
3667,01/09/2019,13:30,-0.0013474827474233564,1,0
3699,01/07/2019,12:30,0.0007888191162663816,1,0
3708,01/04/2019,15:30,0.0028321235318520266,0,1
3710,01/04/2019,14:30,-0.0029004050428795836,0,1
3726,01/03/2019,14:00,0.0041312981831369555,1,0
3731,01/03/2019,11:30,0.005734292483836612,0,1
3734,01/03/2019,10:00,-0.0064971282853028,1,0
3782,12/27/2018,16:00,-0.00010847882564313238,1,0
3784,12/27/2018,15:00,0.011339536107552561,1,0
3785,12/27/2018,14:30,0.009048300387887842,0,1
3787,12/27/2018,13:30,-0.004284631629372093,1,0
3800,12/26/2018,14:30,0.005185894267295765,1,0
3815,12/24/2018,11:30,-0.0028131072202564056,1,0
3816,12/24/2018,11:00,-0.00700254507825715,0,1
3817,12/24/2018,10:30,0.004034018392791161,1,0
3821,12/21/2018,16:00,0.00016139812192417224,1,0
3826,12/21/2018,13:30,-0.0008545698538000579,0,1
3827,12/21/2018,13:00,0.0010387019614155335,1,0
3834,12/21/2018,9:30,0.004274168066948469,1,0
3836,12/20/2018,16:00,0.00010537877600125256,1,0
3837,12/20/2018,15:30,-0.0019271729164351825,0,1
3840,12/20/2018,14:00,0.0010352198939749258,0,1
3842,12/20/2018,13:00,-0.0024817418874070185,1,0
3883,12/17/2018,15:00,-0.00478482019943538,0,1
3893,12/17/2018,10:00,0.0017703679201703793,1,0
3907,12/14/2018,10:30,0.00015613307901318763,0,1
3913,12/13/2018,15:00,0.0003817190631867362,1,0
3915,12/13/2018,14:00,-0.0007831046525828,0,1
3919,12/13/2018,12:00,-0.0021769291987050465,0,1
3920,12/13/2018,11:30,-0.0010414073522753142,0,1
3923,12/13/2018,10:00,0.002330674258121057,0,1
3941,12/11/2018,16:00,-5.309365342487382e-05,1,0
3972,12/07/2018,15:30,-0.0011880565667299336,1,0
3974,12/07/2018,14:30,-0.005783104757477453,1,0
3975,12/07/2018,14:00,0.0008895770553376536,1,0
3996,12/06/2018,11:00,-0.0060220203530878536,1,0
4013,12/04/2018,10:00,-0.0005262740639526697,0,1
4021,12/03/2018,13:30,-0.0026788680034499635,1,0
4027,12/03/2018,10:30,-0.005056288325809177,1,0
4073,11/28/2018,10:00,-0.0018553329397370533,1,0
4082,11/27/2018,13:00,0.0010267787781801374,0,1
4095,11/26/2018,14:00,0.0013909224881887283,1,0
4110,11/23/2018,11:00,0.0012033285971089214,1,0
4116,11/21/2018,15:30,-0.003232347356623144,0,1
4117,11/21/2018,15:00,-0.001277989070471719,1,0
4118,11/21/2018,14:30,-0.0012688594357275207,0,1
4151,11/19/2018,13:00,-0.002600685074086506,1,0
4158,11/19/2018,9:30,-0.0018767095656206934,1,0
4161,11/16/2018,15:30,-0.001412880813769668,1,0
4179,11/15/2018,14:00,0.0022143856065346412,1,0
4190,11/14/2018,16:00,-0.00012954542528387236,1,0
4196,11/14/2018,13:00,0.00021082727591181794,1,0
4206,11/13/2018,15:30,0.0005510998254720789,1,0
4210,11/13/2018,13:30,0.0006076468514297773,0,1
4215,11/13/2018,11:00,0.004562812125922022,1,0
4216,11/13/2018,10:30,0.00512010618394676,1,0
4218,11/13/2018,9:30,0.0018261369480505607,1,0
4231,11/12/2018,10:30,-0.004732795275913304,0,1
4233,11/12/2018,9:30,-0.005621536374670555,0,1
4237,11/09/2018,15:00,0.002534864717400609,0,1
4238,11/09/2018,14:30,0.0043800378142222485,1,0
4242,11/09/2018,12:30,0.0005694781499530066,1,0
4244,11/09/2018,11:30,-0.003228857317773226,0,1
4245,11/09/2018,11:00,0.0002515994549971978,0,1
4246,11/09/2018,10:30,-0.0012861830523931417,0,1
4278,11/07/2018,9:30,0.0014984460031426394,0,1
4285,11/06/2018,13:30,0.0003998734998953424,1,0
4287,11/06/2018,12:30,0.0006471833208969713,1,0
4288,11/06/2018,12:00,0.0006294056326749953,1,0
4289,11/06/2018,11:30,0.00040769970569698444,0,1
4293,11/06/2018,9:30,0.004241648793403385,1,0
4295,11/05/2018,16:00,6.208401429930177e-05,1,0
4296,11/05/2018,15:30,0.00023742774546064993,1,0
4297,11/05/2018,15:00,-0.001595173206442979,1,0
4304,11/05/2018,11:30,0.0014690127104861617,1,0
4308,11/05/2018,9:30,-0.00033383286289190295,1,0
4320,11/02/2018,11:00,-0.003812656757988364,1,0
4326,11/01/2018,15:30,0.0012450641757508762,1,0
4342,10/31/2018,15:00,-0.0015341778590842736,0,1
4344,10/31/2018,14:00,0.0019003163757949082,0,1
4348,10/31/2018,12:00,-0.0004417823042324187,0,1
4349,10/31/2018,11:30,-0.0022021136682131015,1,0
4352,10/31/2018,10:00,0.0016529961557374406,1,0
4362,10/30/2018,12:30,-0.004143441818496463,1,0
4367,10/30/2018,10:00,-0.0030523611982831156,1,0
4385,10/26/2018,16:00,0.00026332222516511905,0,1
4390,10/26/2018,13:30,0.0007916769774096721,1,0
4391,10/26/2018,13:00,-0.0013812981917293854,0,1
4392,10/26/2018,12:30,0.003565399259300328,1,0
4393,10/26/2018,12:00,0.004860327046035451,1,0
4396,10/26/2018,10:30,-0.007419511110940746,1,0
4400,10/25/2018,15:30,-0.004383409076901046,0,1
4401,10/25/2018,15:00,0.00024282292809196804,1,0
4402,10/25/2018,14:30,0.001992659864904489,1,0
4409,10/25/2018,11:00,0.004318364178152123,0,1
4419,10/24/2018,13:30,-0.0009107839665203343,1,0
4424,10/24/2018,11:00,-0.005079034330612409,1,0
4438,10/23/2018,11:30,-0.004421949941817438,1,0
4440,10/23/2018,10:30,0.0018356574104601009,1,0
4441,10/23/2018,10:00,-0.004375889365973329,1,0
4447,10/22/2018,14:30,0.0017837660310666692,1,0
4450,10/22/2018,13:00,-0.00024286053581334954,1,0
4451,10/22/2018,12:30,0.0016322803310728773,0,1
4464,10/19/2018,13:30,-0.0024855472892486574,1,0
4466,10/19/2018,12:30,0.001045802640582849,1,0
4467,10/19/2018,12:00,-0.004826884375075835,1,0
4474,10/18/2018,16:00,-0.0002672300180215359,0,1
4476,10/18/2018,15:00,0.00027079673981855734,0,1
4477,10/18/2018,14:30,0.0005165205413684149,1,0
4483,10/18/2018,11:30,-0.005918401142949392,1,0
4485,10/18/2018,10:30,0.0024851918996295908,0,1
4492,10/17/2018,14:30,0.003893904181042629,1,0
4493,10/17/2018,14:00,-0.004242343174232666,1,0
4496,10/17/2018,12:30,0.0005868972689224705,1,0
4509,10/16/2018,13:30,0.0007326413476658189,0,1
4514,10/16/2018,11:00,0.0018107534990878804,0,1
4516,10/16/2018,10:00,-0.00030989874486753166,0,1
4530,10/15/2018,10:30,0.001685390603029191,0,1
4537,10/12/2018,14:30,0.0014849650049653107,0,1
4538,10/12/2018,14:00,0.00039345266142731816,1,0
4540,10/12/2018,13:00,0.0010573986064965624,1,0
4543,10/12/2018,11:30,-0.002563039636584108,1,0
4559,10/11/2018,11:00,-0.0021587015612416494,1,0
4562,10/11/2018,9:30,0.0061820780773595985,1,0
4564,10/10/2018,16:00,-0.0006316031445612325,0,1
4567,10/10/2018,14:30,-0.0013171593754899291,0,1
4574,10/10/2018,11:00,-0.00261526280583535,1,0
4583,10/09/2018,14:00,0.0004750338594288195,1,0
4598,10/08/2018,14:00,0.0029701890201643266,0,1
4605,10/08/2018,10:30,-0.0015770495810487617,1,0
4622,10/05/2018,9:30,-0.0003135676616832228,1,0
4631,10/04/2018,12:30,0.0003800626112520078,0,1
4652,10/03/2018,9:30,0.0005217471486202996,0,1
4654,10/02/2018,16:00,-2.394418951645605e-05,1,0
4660,10/02/2018,13:00,0.00038590985556474777,0,1
4662,10/02/2018,12:00,-0.0003311060508304209,1,0
4664,10/02/2018,11:00,0.00022908371742325073,1,0
4666,10/02/2018,10:00,-0.0006224669729180121,1,0
4667,10/02/2018,9:30,0.00029751371090736,0,1
4715,09/26/2018,15:30,-0.005346009925477624,1,0
4721,09/26/2018,12:30,0.0006190118921400867,1,0
4722,09/26/2018,12:00,0.00014027092839530297,1,0
4723,09/26/2018,11:30,-0.00035577084627913536,0,1
4731,09/25/2018,15:00,0.0003359708216956747,0,1
4733,09/25/2018,14:00,0.0003839390132629461,0,1
4737,09/25/2018,12:00,0.00015743180839589144,0,1
4741,09/25/2018,10:00,-0.00020544708782477272,1,0
4745,09/24/2018,15:30,-0.00019521784832576827,1,0
4753,09/24/2018,11:30,-0.0006990994239579607,0,1
4760,09/21/2018,15:30,-0.0004266306313818191,1,0
4761,09/21/2018,15:00,-6.8246109119485254e-06,1,0
4767,09/21/2018,12:00,-0.0004563426599508702,1,0
4771,09/21/2018,10:00,-0.0010592626003003147,0,1
4779,09/20/2018,13:30,0.0002662116056679764,1,0
4781,09/20/2018,12:30,0.0004982136074414001,1,0
4796,09/19/2018,12:30,0.00019248484241263242,0,1
4804,09/18/2018,16:00,-6.886080136059292e-05,0,1
4810,09/18/2018,13:00,-6.539108171210728e-05,1,0
4815,09/18/2018,10:30,0.0008682619802282687,0,1
4820,09/17/2018,15:30,-0.00011076382049601818,1,0
4823,09/17/2018,14:00,0.00011051975379139378,1,0
4832,09/17/2018,9:30,-0.0012405111117601564,0,1
4856,09/13/2018,12:30,-0.00010331752584313847,0,1
4857,09/13/2018,12:00,-1.377481619257992e-05,1,0
4861,09/13/2018,10:00,-0.0007787947683706165,0,1
4873,09/12/2018,11:30,-0.0033695776279110135,0,1
4881,09/11/2018,15:00,-0.00022494969008501897,0,1
4888,09/11/2018,11:30,0.0030139495824892393,1,0
4890,09/11/2018,10:30,-0.0008614910579947122,1,0
4894,09/10/2018,16:00,-0.0001841943846772054,0,1
4897,09/10/2018,14:30,0.00018399232144350464,1,0
4907,09/10/2018,9:30,0.0008672606210611278,1,0
4911,09/07/2018,15:00,-0.0004555674066413218,0,1
4918,09/07/2018,11:30,-0.0010174548188510713,1,0
4932,09/06/2018,12:00,-0.0009461528464287383,1,0
4939,09/05/2018,16:00,-9.692807252292823e-05,0,1
4943,09/05/2018,14:00,-3.115151578381159e-05,1,0
4954,09/04/2018,16:00,-4.487733816027628e-05,0,1
4960,09/04/2018,13:00,0.0004322993377057216,1,0
4967,09/04/2018,9:30,-0.0025680521640358833,1,0
4974,08/31/2018,13:30,0.0001242995205714692,1,0
4977,08/31/2018,12:00,-0.00012778339006036532,0,1
4987,08/30/2018,14:30,-0.0003447966768179711,0,1
4989,08/30/2018,13:30,-0.00016486970178686278,1,0
4993,08/30/2018,11:30,0.00013768320493134922,0,1
5000,08/29/2018,15:30,-0.0003979703564613857,1,0
5011,08/29/2018,10:00,0.0012263895736905894,0,1
5015,08/28/2018,15:30,-5.1765639705436683e-05,1,0
5022,08/28/2018,12:00,0.0006597525303861929,0,1
5026,08/28/2018,10:00,-0.0010792192741631013,0,1
5035,08/27/2018,13:00,-0.0007422559742833457,1,0
5054,08/24/2018,11:00,4.526643651203699e-05,1,0
5063,08/23/2018,14:00,0.0007136635379465517,0,1
5065,08/23/2018,13:00,0.00022739556956530294,0,1
5069,08/23/2018,11:00,-0.0021990363172079697,1,0
5070,08/23/2018,10:30,-0.0016644193293098297,1,0
5076,08/22/2018,15:00,0.00025148797181717697,1,0
5084,08/22/2018,11:00,0.0009283334290870471,1,0
5086,08/22/2018,10:00,-0.00016446303730255352,1,0
5101,08/21/2018,10:00,-0.0005439918674854383,1,0
5102,08/21/2018,9:30,0.0024258428606884763,1,0
5112,08/20/2018,12:00,0.0008191814945011089,0,1
5117,08/20/2018,9:30,-9.110659477862271e-05,0,1
5119,08/17/2018,16:00,2.1051892916901238e-05,1,0
5123,08/17/2018,14:00,0.0025347844085512605,1,0
5145,08/16/2018,10:30,0.0002535729141364129,0,1
5154,08/15/2018,13:30,-0.0006507048643111801,0,1
5161,08/15/2018,10:00,-0.0030743525913790037,1,0
5162,08/15/2018,9:30,-0.004710594769117726,0,1
5170,08/14/2018,13:00,0.0003487235520598375,1,0
5180,08/13/2018,15:30,-0.00120060575943981,1,0
5182,08/13/2018,14:30,-0.0019719829406756872,1,0
5185,08/13/2018,13:00,0.0011574423588678329,0,1
5187,08/13/2018,12:00,-0.0007114301638511122,1,0
5191,08/13/2018,10:00,0.0003238034259949174,1,0
5212,08/09/2018,14:30,-8.394807816269889e-05,0,1
5217,08/09/2018,12:00,0.0005145392449685815,1,0
5229,08/08/2018,13:30,0.0008289539740697904,0,1
5230,08/08/2018,13:00,1.0497493723171658e-05,1,0
5237,08/08/2018,9:30,-0.0006022556757310227,1,0
5245,08/07/2018,13:00,-0.0005661762287338945,0,1
5258,08/06/2018,14:00,0.0007720951183554092,1,0
5261,08/06/2018,12:30,0.0003612824513901103,0,1
5265,08/06/2018,10:30,0.00127028380298011,0,1
5267,08/06/2018,9:30,0.0003801705885280171,1,0
5270,08/03/2018,15:30,0.0006058343439763192,1,0
5276,08/03/2018,12:30,-0.00014820251547931207,1,0
5286,08/02/2018,15:00,0.00010259802985412847,0,1
5288,08/02/2018,14:00,-0.000746481224929596,1,0
5292,08/02/2018,12:00,0.0020291754039547527,0,1
5303,08/01/2018,14:00,0.0009708445153249201,1,0
5304,08/01/2018,13:30,-7.827343048028013e-05,1,0
5315,07/31/2018,15:30,-0.0005040787889569742,1,0
5321,07/31/2018,12:30,-0.0008076114269668366,1,0
5322,07/31/2018,12:00,0.001349931911210689,1,0
5329,07/30/2018,16:00,-6.77918931861754e-05,0,1
5332,07/30/2018,14:30,-0.000620007003847789,1,0
5337,07/30/2018,12:00,-0.0019065307104728646,0,1
5346,07/27/2018,15:00,0.0009486200422523794,1,0
5348,07/27/2018,14:00,-0.0019311878543595284,0,1
5350,07/27/2018,13:00,0.000725026598296985,0,1
5371,07/26/2018,10:00,-0.00020080003026645699,0,1
5372,07/26/2018,9:30,0.0011525753577998898,1,0
5375,07/25/2018,15:30,0.004896496641790371,0,1
5393,07/24/2018,14:00,-0.0009272467300363019,0,1
5396,07/24/2018,12:30,-0.001711349353924696,1,0
5400,07/24/2018,10:30,-0.0005445467666849169,1,0
5432,07/20/2018,9:30,0.00027451616698215275,0,1
5440,07/19/2018,13:00,0.0007517310653248899,0,1
5449,07/18/2018,16:00,-1.4206361608870566e-05,0,1
5453,07/18/2018,14:00,0.0005507654891001579,1,0
5480,07/16/2018,15:30,0.0004325514705376676,1,0
5481,07/16/2018,15:00,0.0007439944257452424,1,0
5482,07/16/2018,14:30,-0.0013659445733917863,1,0
5488,07/16/2018,11:30,-0.00017158299654607134,0,1
5489,07/16/2018,11:00,0.001466548651793076,0,1
5500,07/13/2018,13:00,-0.00047445015507019406,1,0
5516,07/12/2018,12:30,0.0005864955984256071,1,0
5518,07/12/2018,11:30,0.0013860859980612261,0,1
5521,07/12/2018,10:00,0.0017208067658049941,0,1
5524,07/11/2018,16:00,-1.8024220948653635e-05,0,1
5532,07/11/2018,12:00,0.0007061282132223567,1,0
5533,07/11/2018,11:30,-0.0010986142357944928,0,1
5547,07/10/2018,12:00,-0.00016464911878344424,0,1
5578,07/06/2018,11:30,0.0010189411509395896,1,0
5579,07/06/2018,11:00,0.0024700518918843173,1,0
5587,07/05/2018,14:30,0.0005052668685392447,1,0
5629,06/29/2018,13:00,0.0007126789536906486,0,1
5630,06/29/2018,12:30,-0.0012423042685103525,0,1
5639,06/28/2018,15:30,-0.0013757589074474552,1,0
5642,06/28/2018,14:00,0.0017652580514937455,0,1
5643,06/28/2018,13:30,0.0008007336180595459,0,1
5653,06/27/2018,16:00,-9.260099534191824e-05,1,0
5655,06/27/2018,15:00,0.0013577884895585868,1,0
5657,06/27/2018,14:00,-0.001370514267816425,1,0
5660,06/27/2018,12:30,-0.003219895049225485,0,1
5665,06/27/2018,10:00,5.838350667541903e-05,1,0
5670,06/26/2018,15:00,-0.0014920260041506594,0,1
5681,06/26/2018,9:30,0.00012856799152327625,0,1
5683,06/25/2018,16:00,3.6804419476510475e-06,1,0
5691,06/25/2018,12:00,-0.0009733903879354244,0,1
5696,06/25/2018,9:30,-0.005655898274304683,0,1
5700,06/22/2018,15:00,-0.0005721984163535865,0,1
5701,06/22/2018,14:30,0.0007135031676908099,1,0
5714,06/21/2018,15:30,-0.00036361521184868906,0,1
5715,06/21/2018,15:00,-0.0002980636787857094,1,0
5721,06/21/2018,12:00,-0.0016872986729143946,0,1
5726,06/21/2018,9:30,-0.00238613552213085,1,0
5729,06/20/2018,15:30,-0.0012170042616608256,0,1
5730,06/20/2018,15:00,0.0009171397439375895,0,1
5735,06/20/2018,12:30,0.001067686360376463,1,0
5740,06/20/2018,10:00,-0.00204459896316056,1,0
5749,06/19/2018,13:00,-0.0004864625556075808,1,0
5750,06/19/2018,12:30,-0.00027578999492572365,0,1
5755,06/19/2018,10:00,-0.001751125845894208,0,1
5770,06/18/2018,10:00,0.00010131015751468908,0,1
5771,06/18/2018,9:30,-0.0007595651312470864,1,0
5781,06/15/2018,12:00,-0.00022013356061112432,0,1
5795,06/14/2018,12:30,-0.000557308394724565,1,0
5797,06/14/2018,11:30,0.0006936295972739259,0,1
5804,06/13/2018,15:30,-0.002615923352320415,1,0
5818,06/12/2018,16:00,4.3060295184638164e-05,1,0
5819,06/12/2018,15:30,0.0009800772281138848,1,0
5820,06/12/2018,15:00,0.0018082960034675466,0,1
5821,06/12/2018,14:30,-0.0006762395584454239,0,1
5833,06/11/2018,16:00,-0.00013658305169350626,1,0
5865,06/07/2018,15:00,0.0005668739940398737,1,0
5871,06/07/2018,12:00,0.0010712721568593153,1,0
5874,06/07/2018,10:30,-0.00010461439684039675,0,1
5880,06/06/2018,15:00,-3.6133302985241755e-05,1,0
5881,06/06/2018,14:30,0.0014535832294937379,0,1
5891,06/06/2018,9:30,-0.0007666608301191147,1,0
5894,06/05/2018,15:30,0.0003602220316540894,1,0
5895,06/05/2018,15:00,-0.0011675212234711907,1,0
5912,06/04/2018,14:00,0.0002805013342204177,0,1
5938,05/31/2018,16:00,-0.00010349632782080675,1,0
5964,05/30/2018,10:30,0.0031091031704093552,1,0
5966,05/30/2018,9:30,0.0004217536133550581,0,1
5984,05/25/2018,15:30,-4.777576262959826e-05,1,0
5991,05/25/2018,12:00,-0.0007898357735971473,1,0
6005,05/24/2018,12:30,0.00015783320733309125,0,1
6007,05/24/2018,11:30,0.0014886835254079855,1,0
6008,05/24/2018,11:00,0.003578230071600963,0,1
6016,05/23/2018,14:30,0.000917182187316179,1,0
6017,05/23/2018,14:00,0.0029479354571808614,1,0
6023,05/23/2018,11:00,0.001278694800210367,0,1
6031,05/22/2018,14:30,-0.001839852891880156,1,0
6034,05/22/2018,13:00,5.4835484421644765e-05,1,0
6059,05/18/2018,15:30,-0.0004716998602347644,0,1
6060,05/18/2018,15:00,-0.0006224551821478741,1,0
6067,05/18/2018,11:30,0.0012514909096736915,0,1
6070,05/18/2018,10:00,0.0005485191042415849,0,1
6073,05/17/2018,16:00,4.411651171487563e-05,1,0
6085,05/17/2018,10:00,0.002685166901633451,1,0
6093,05/16/2018,13:30,0.0007304374323391372,1,0
6095,05/16/2018,12:30,0.0002789492440573582,1,0
6096,05/16/2018,12:00,0.0018297728912415323,1,0
6105,05/15/2018,15:00,-0.0010313833464214994,0,1
6108,05/15/2018,13:30,-0.001793039422601339,1,0
6110,05/15/2018,12:30,0.0014948872114111111,1,0
6118,05/14/2018,16:00,-9.522902587910664e-05,0,1
6119,05/14/2018,15:30,-0.0005382673414500161,1,0
6120,05/14/2018,15:00,3.66076429472173e-05,1,0
6130,05/14/2018,10:00,0.0005037047958449392,1,0
6134,05/11/2018,15:30,0.0005720949833678546,0,1
6136,05/11/2018,14:30,0.00018719958650503798,0,1
6161,05/10/2018,9:30,0.0012524408528911124,1,0
6183,05/08/2018,13:30,-0.0013807907219449689,1,0
6198,05/07/2018,13:30,0.0005786983183240224,0,1
6201,05/07/2018,12:00,0.00024260294415068273,1,0
6209,05/04/2018,15:30,-0.0014480523228819209,1,0
6229,05/03/2018,13:00,-0.002131718095857771,1,0
6232,05/03/2018,11:30,0.0033593990056397516,0,1
6233,05/03/2018,11:00,0.0004923796654354717,0,1
6240,05/02/2018,15:00,-0.002872609395766723,1,0
6244,05/02/2018,13:00,0.0013202168581738505,1,0
6251,05/02/2018,9:30,-0.0032642585444264682,0,1
6256,05/01/2018,14:30,0.0011261815702887645,1,0
6259,05/01/2018,13:00,-0.0019696797464172633,1,0
6262,05/01/2018,11:30,-0.0016336893089761162,1,0
6265,05/01/2018,10:00,-0.0015407302776653253,1,0
6273,04/30/2018,13:30,0.0009612136060921372,1,0
6287,04/27/2018,14:00,0.00035578326059315657,1,0
6313,04/25/2018,16:00,-0.00010607908963766732,0,1
6316,04/25/2018,14:30,0.0049966931748706145,0,1
6330,04/24/2018,15:00,0.0015897589425266645,0,1
6332,04/24/2018,14:00,-0.0019621782275835997,1,0
6333,04/24/2018,13:30,-0.004079700251215179,0,1
6334,04/24/2018,13:00,-0.001026952863690589,1,0
6335,04/24/2018,12:30,-0.0046889107038303734,1,0
6337,04/24/2018,11:30,-0.003128308089889842,1,0
6345,04/23/2018,15:00,0.0025528030862069784,0,1
6360,04/20/2018,15:00,-0.002043499105378821,0,1
6374,04/19/2018,15:30,0.0021186763601059866,0,1
6378,04/19/2018,13:30,0.001988990442590044,0,1
6383,04/19/2018,11:00,-0.00015953430856185946,0,1
6384,04/19/2018,10:30,-0.001468004445221105,1,0
6385,04/19/2018,10:00,0.0004483482518189419,1,0
6386,04/19/2018,9:30,-0.001140901435791264,1,0
6388,04/18/2018,16:00,2.2151583285889842e-05,1,0
6397,04/18/2018,11:30,-0.0014073664311906597,1,0
6404,04/17/2018,15:30,-0.001705609356484672,1,0
6410,04/17/2018,12:30,-0.0007612431541623721,1,0
6436,04/13/2018,14:30,-0.0016050191292897864,0,1
6443,04/13/2018,11:00,0.002290607071839368,1,0
6452,04/12/2018,14:00,0.002927281709318663,0,1
6453,04/12/2018,13:30,0.0011394512688465142,1,0
6457,04/12/2018,11:30,-0.0009789599427039164,0,1
6466,04/11/2018,14:30,5.6617126696245634e-05,0,1
6474,04/11/2018,10:30,-0.003401498654044488,0,1
6483,04/10/2018,13:30,0.0009414600857313715,1,0
6496,04/09/2018,14:30,0.00021184116531358654,0,1
6497,04/09/2018,14:00,-0.0035839151333636465,1,0
6510,04/06/2018,15:00,0.0015889915563169765,1,0
6518,04/06/2018,11:00,-0.0015875008556003323,0,1
6521,04/06/2018,9:30,0.002544175251895986,0,1
6550,04/04/2018,10:00,-0.0007261154688080751,1,0
6551,04/04/2018,9:30,0.0022304482704749162,0,1
6556,04/03/2018,14:30,0.0049870417418267365,1,0
6557,04/03/2018,14:00,-0.0035289185883620178,1,0
6577,04/02/2018,11:30,-0.00669319914686195,1,0
6579,04/02/2018,10:30,-0.004556952431387096,0,1
6585,03/29/2018,15:00,-0.000735842147899568,1,0
6601,03/28/2018,14:30,6.513522266082816e-05,1,0
6618,03/27/2018,13:30,-0.0030456303740136192,1,0
6630,03/26/2018,15:00,0.0036029950601816907,0,1
6644,03/23/2018,15:30,-0.006687803463965913,0,1
6652,03/23/2018,11:30,-0.006552421750352977,0,1
6660,03/22/2018,15:00,-0.0026963709235747757,0,1
6663,03/22/2018,13:30,-0.00020476888180276376,1,0
6677,03/21/2018,14:00,5.132698590770701e-05,1,0
6678,03/21/2018,13:30,0.0007371967420413128,1,0
6699,03/20/2018,10:30,-0.0003050792034997585,1,0
6725,03/16/2018,12:30,0.0007580607790931282,0,1
6728,03/16/2018,11:00,5.0729600370225114e-05,0,1
6731,03/16/2018,9:30,0.0020375001373880153,0,1
6740,03/15/2018,12:30,-0.00045027380312490095,1,0
6748,03/14/2018,16:00,-0.00015274449149416114,0,1
6761,03/14/2018,9:30,-0.0015693294969896243,1,0
6775,03/13/2018,10:00,-0.0006043776435502579,1,0
6776,03/13/2018,9:30,0.0017139559175687324,1,0
6778,03/12/2018,16:00,-0.00010419791865068362,1,0
6791,03/12/2018,9:30,0.001085222281570708,1,0
6796,03/09/2018,14:30,0.0008744987034967622,1,0
6804,03/09/2018,10:30,0.001432628720329454,1,0
6808,03/08/2018,16:00,4.016188892830286e-05,0,1
6815,03/08/2018,12:30,-6.964158411726373e-05,0,1
6816,03/08/2018,12:00,-0.0007401029886979771,1,0
6835,03/07/2018,9:30,0.00035046880171929473,0,1
6855,03/05/2018,14:30,0.003706608839484815,0,1
6872,03/02/2018,13:30,0.0002845109986440164,0,1
6883,03/01/2018,15:30,-0.002212419172617608,0,1
6885,03/01/2018,14:30,-0.0007334945354191547,1,0
6898,02/28/2018,15:30,-0.006716548668426192,0,1
6903,02/28/2018,13:00,0.00024347655568313087,1,0
6904,02/28/2018,12:30,0.0026055422511293003,1,0
6907,02/28/2018,11:00,9.460669094618623e-05,0,1
6944,02/23/2018,15:00,0.002351121150796942,1,0
6961,02/22/2018,14:00,0.00212079005251109,0,1
6969,02/22/2018,10:00,0.0014691670920203848,1,0
6974,02/21/2018,15:00,-0.00354008615242396,1,0
6980,02/21/2018,12:00,-0.0012597181215951991,1,0
6996,02/20/2018,11:30,0.0009763322498939075,0,1
7006,02/16/2018,14:00,-0.002069167953286488,0,1
7021,02/15/2018,14:00,0.0017899645499923622,1,0
7026,02/15/2018,11:30,0.000661076470733768,1,0
7038,02/14/2018,13:00,0.001973165596781179,0,1
7040,02/14/2018,12:00,0.0022022693387535597,0,1
7065,02/12/2018,14:30,-0.0011563429319281227,1,0
7096,02/08/2018,14:00,-0.004302759870136619,1,0
7099,02/08/2018,12:30,-0.003736844152812502,1,0
7102,02/08/2018,11:00,-0.003394268498534636,1,0
7107,02/07/2018,16:00,9.323018352613843e-05,1,0
7115,02/07/2018,12:00,-0.0011953738621413024,1,0
7119,02/07/2018,10:00,0.0012117899766401763,1,0
7140,02/05/2018,14:30,-0.008721431904607613,0,1
7152,02/02/2018,16:00,0.00045989582540784113,1,0
7215,01/29/2018,14:00,-0.000349243716290637,1,0
7236,01/26/2018,11:00,0.00020675529183211694,0,1
7249,01/25/2018,12:00,0.00043245372452282993,1,0
7251,01/25/2018,11:00,0.0008202247453095168,0,1
7260,01/24/2018,14:00,0.0012995087291693963,0,1
7304,01/19/2018,14:30,0.00011404459155883728,0,1
7308,01/19/2018,12:30,0.0001141866167388983,1,0
7318,01/18/2018,15:00,-0.001249357635808579,0,1
7319,01/18/2018,14:30,-0.0003210101145754152,1,0
7351,01/16/2018,14:00,-0.0025900226716535357,1,0
7352,01/16/2018,13:30,-0.00231094499883433,1,0
7371,01/12/2018,11:30,0.0008160903257303787,1,0
7390,01/11/2018,9:30,0.0015752378817159851,1,0
7393,01/10/2018,15:30,0.0010086280419807636,0,1
7396,01/10/2018,14:00,-0.0019950131305206398,1,0
7411,01/09/2018,14:00,-0.001124239443577757,1,0
