trade_time,open,close,high,low,volume,money
2019-01-03 11:30:00,2465.75,2465.36,2466.21,2458.92,1044468800.0,9354383360.0
2019-01-03 13:30:00,2465.36,2463.79,2466.13,2458.07,823160800.0,7317213184.0
2019-01-03 14:00:00,2463.8,2468.13,2468.69,2461.08,1080289600.0,8810397696.0
2019-01-03 14:30:00,2467.73,2461.07,2468.07,2459.86,1039385600.0,8923537408.0
2019-01-03 15:00:00,2461.08,2464.36,2464.36,2456.45,1726754400.0,14406631424.0
2019-01-04 10:00:00,2446.02,2462.66,2467.91,2440.91,3261254600.0,27058108032.0
2019-01-04 10:30:00,2462.55,2469.03,2469.92,2455.91,1683660000.0,13615101952.0
2019-01-04 11:00:00,2469.26,2485.05,2485.73,2468.75,2122884400.0,16624852992.0
2019-01-04 11:30:00,2484.61,2509.02,2509.57,2484.61,2570641600.0,20425711616.0
2019-01-04 13:30:00,2509.82,2502.75,2513.27,2502.54,2238526400.0,19549642752.0
2019-01-04 14:00:00,2502.32,2500.56,2504.79,2497.01,1375947200.0,11808096256.0
2019-01-04 14:30:00,2499.97,2505.25,2505.41,2496.58,1264448000.0,10462117888.0
